cost_bps,edge_pass_pairs,full_ann_return,full_sharpe,full_turnover,full_gross_exposure,validation_ann_return,validation_sharpe,test_ann_return,test_sharpe
0.0,14,0.010584448606942853,1.0252170224350368,0.0688268156424581,0.03441340782122905,0.028333909952673597,1.6914386416465754,0.006940400466839858,0.7825965607778516
1.0,14,0.008833513259294934,0.8593890991475318,0.0688268156424581,0.03441340782122905,0.026425298819550358,1.5837964749347453,0.005135186554843685,0.5819379805035758
2.0,14,0.007085550462624157,0.692389397670971,0.0688268156424581,0.03441340782122905,0.02452016352768238,1.4752958930209843,0.003333145971052609,0.38017447909075724
2.5,14,0.006212682225990918,0.6085185053668998,0.0688268156424581,0.03441340782122905,0.02356889738157064,1.4207394182611883,0.002433313968270845,0.27899641632651756
3.0,14,0.005340555274210956,0.5244375814830506,0.0688268156424581,0.03441340782122905,0.02261849786835568,1.3659874737157633,0.0015342732479401988,0.177684760848223
5.0,13,0.0009306541079694419,0.09787508385440849,0.06726256983240222,0.03363128491620111,0.014534441322910707,0.9243535593931569,-0.002305011177787808,-0.2569124966902093
7.5,8,-0.003825888542151157,-0.4606544354099017,0.05396648044692737,0.026983240223463684,-0.0016782216508276493,-0.14591407246501695,-0.0021214777194945578,-0.2671676476081524
10.0,7,-0.007493837280170168,-0.9132917548411987,0.05162011173184356,0.02581005586592178,-0.006704774975165972,-0.6122648599538434,-0.005981489011751329,-0.7640054930167797
